Name;Vorname;PLZ;Straße;Hausnummer;Ort;n;VK ohne Ust;VK mit Ust;VK Gesamt;Stückpreis mit Ust;Stückpreis ohne Ust;Ust. % Satz;ZS Produkt;Zs ohne Ust;Gesamt Ust. Betrag;Betrag;Bestelldatum;Lieferdatum;KundenNr
Gackstatter;Leon;72479;Florian-Geyer-Straße;5;Straßberg;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;01.10.2019;03.10.2019;000639
Jacke;Taavi;72358;Barbara-McClintock-Straße;8;Dormettingen;1;1,65 €;1,96 €;1,96 €;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;18,95 €;02.10.2019;04.10.2019;000640
Jaeck;Ella;72517;Hänselstraße;9;Sigmaringendorf;1; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;149,99 €;03.10.2019;05.10.2019;000641
Bachert;Friedrich;72184;Adlergestell;25;Eutingen im Gäu;2; -   € ; -   € ; -   € ;59,99 €;50,41 €;19%;119,98 €;100,82 €;19,16 €;119,98 €;04.10.2019;06.10.2019;000642
Saake;Mika;72535;Gemeinschaftsstraße;16;Heroldstatt;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;05.10.2019;07.10.2019;000643
Bacher;Karl;72181;Abtstraße;84;Starzach;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;06.10.2019;08.10.2019;000644
Ifland;Riko;72138;Selchowstraße;8;Kirchentellinsfurt;1;1,01 €;1,20 €;1,20 €;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;62,19 €;07.10.2019;09.10.2019;000645
Maaske;Darius;72221;Hollstraße;24;Haiterbach;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;08.10.2019;10.10.2019;000646
Pachal;Henry;72622;Stienitzseestraße;4;Nürtingen;1;1,70 €;2,02 €;2,02 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;22,01 €;09.10.2019;11.10.2019;000647
Machate;Fabio;72414;Seidenbaustraße;29;Rangendingen;2;2,55 €;3,03 €;3,03 €;59,99 €;50,41 €;19%;119,98 €;100,82 €;19,16 €;123,01 €;10.10.2019;12.10.2019;000648
Jacky;Wilhelm;72469;Alpenrosenweg;29;Meßstetten;1;2,99 €;3,56 €;3,56 €;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;123,55 €;11.10.2019;13.10.2019;000649
Idrizi;Quinn;71737;Otto-Franke-Straße;6;Kirchberg an der Murr;1;2,56 €;3,05 €;3,05 €;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;16,04 €;12.10.2019;14.10.2019;000650
Haberkost;Ulrika;71093;Glanzstraße;25;Weil im Schönbuch;3; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;50,97 €;42,83 €;8,14 €;50,97 €;13.10.2019;15.10.2019;000651
Haake;Oana;72667;Selchowstraße;25;Schlaitdorf;3; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;11,97 €;10,06 €;1,91 €;11,97 €;14.10.2019;16.10.2019;000652
Gabriele;Jarne;72379;Bohrauer Pfad;8;Hechingen;2;1,70 €;2,02 €;2,02 €;149,99 €;126,04 €;19%;299,98 €;252,08 €;47,90 €;302,00 €;15.10.2019;17.10.2019;000653
Abele;Ariane;71101;Hollstraße;95;Schönaich;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;16.10.2019;18.10.2019;000654
Macherey;Greta;72510;Pfingstberggasse;8;Stetten am kalten Markt;3; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;239,97 €;201,66 €;38,31 €;239,97 €;17.10.2019;19.10.2019;000655
Macht;Ingrid;72582;Kiehnwerderallee;25;Grabenstetten;2; -   € ; -   € ; -   € ;15,99 €;13,44 €;19%;31,98 €;26,87 €;5,11 €;31,98 €;18.10.2019;20.10.2019;000656
Babayigit;Ellen;71577;Aprikosensteig;28;Großerlach;1;4,99 €;5,94 €;5,94 €;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;45,93 €;19.10.2019;21.10.2019;000657
Eberlein;Falko;71577;Albert-Einstein-Straße;29;Großerlach;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;20.10.2019;22.10.2019;000658
Jacobson;Walid;72501;Ekkehardstraße;6;Gammertingen;2; -   € ; -   € ; -   € ;59,99 €;50,41 €;19%;119,98 €;100,82 €;19,16 €;119,98 €;21.10.2019;23.10.2019;000659
Gächter;Levi;72532;Büchnerweg;2;Gomadingen;1;1,00 €;1,19 €;1,19 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;4,18 €;22.10.2019;24.10.2019;000660
Haberfellner;Tahua;69469;Bodelschwinghstraße;95;Weinheim (Bergstraße);1;1,54 €;1,83 €;1,83 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;31,82 €;23.10.2019;25.10.2019;000661
Eberhahn;Martje;71543;Schneckenburgerstraße;65;Wüstenrot;2; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;3,98 €;24.10.2019;26.10.2019;000662
Gaerke;Nada;72636;Gemeinschaftsstraße;25;Frickenhausen (Württemberg);1; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;169,99 €;25.10.2019;27.10.2019;000663
Oberberger;Kayra;72818;Hoffmannstraße;2;Trochtelfingen;1; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;89,99 €;26.10.2019;28.10.2019;000664
Cafaro;Curt;72513;Hollstraße;26;Hettingen;2;1,70 €;2,02 €;2,02 €;59,99 €;50,41 €;19%;119,98 €;100,82 €;19,16 €;122,00 €;27.10.2019;29.10.2019;000665
Lacina;Badi;72135;Eigenheimgasse;84;Dettenhausen;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;28.10.2019;30.10.2019;000666
Cabot;Calvin;72469;Köpenicker Straße;5;Meßstetten;2; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;7,98 €;6,71 €;1,27 €;7,98 €;29.10.2019;31.10.2019;000667
Macha;Emilio;72367;Abram-Joffe-Straße;5;Weilen unter den Rinnen;1; -   € ; -   € ; -   € ;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;60,99 €;30.10.2019;01.11.2019;000668
Macheleidt;Fabiola;72474;Waldstraße;48;Winterlingen;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;31.10.2019;02.11.2019;000669
Padovano;Jeremy;72359;Königsheideweg;1;Dotternhausen;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;01.11.2019;03.11.2019;000670
Ebersberger;Georg;71706;Oberspreestraße;6;Markgröningen;2;1,69 €;2,01 €;2,01 €;49,99 €;42,01 €;19%;99,98 €;84,02 €;15,96 €;101,99 €;02.11.2019;04.11.2019;000671
Machura;Ivette;72589;Bodelschwinghstraße;9;Westerheim (Württemberg);1;2,40 €;2,86 €;2,86 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;5,85 €;03.11.2019;05.11.2019;000672
Labbate;Paul;71287;Eichbuschallee;3;Weissach;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;04.11.2019;06.11.2019;000673
Abeltshauser;Allissa;71126;Otto-Franke-Straße;14;Gäufelden;1; -   € ; -   € ; -   € ;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;0,99 €;05.11.2019;07.11.2019;000674
Lachat;Arik;71686;Bärdorfer Zeile;4;Remseck am Neckar;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;06.11.2019;08.11.2019;000675
Bachl;Quentin;72218;Friedenstraße;4;Wildberg (Schwarzwald);1;1,55 €;1,84 €;1,84 €;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;101,83 €;07.11.2019;09.11.2019;000676
Abicht;Bente;71229;Wünschelburger Gang;15;Leonberg (Württemberg);2; -   € ; -   € ; -   € ;12,99 €;10,92 €;19%;25,98 €;21,83 €;4,15 €;25,98 €;08.11.2019;10.11.2019;000677
Baban;Emira;71566;Barbara-McClintock-Straße;5;Althütte;1;1,40 €;1,67 €;1,67 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;5,66 €;09.11.2019;11.11.2019;000678
Baas;Dalia;71404;Thelenstraße;8;Korb;2; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;159,98 €;134,44 €;25,54 €;159,98 €;10.11.2019;12.11.2019;000679
Machmer;Gisele;72525;Chris-Gueffroy-Allee;45;Münsingen (Württemberg);1;2,30 €;2,74 €;2,74 €;9,99 €;8,39 €;19%;9,99 €;8,39 €;1,60 €;12,73 €;11.11.2019;13.11.2019;000680
Eberts;Godo;71729;Stienitzseestraße;8;Erdmannhausen;1; -   € ; -   € ; -   € ;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;359,99 €;12.11.2019;14.11.2019;000681
Eberharter;Fatih;71560;Thomas-Müntzer-Straße;1;Sulzbach an der Murr;1; -   € ; -   € ; -   € ;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;6,99 €;13.11.2019;15.11.2019;000682
Machulla;Ira;72585;Baumschulenstraße;4;Riederich;3;7,56 €;9,00 €;9,00 €;4,69 €;3,94 €;19%;14,07 €;11,82 €;2,25 €;23,07 €;14.11.2019;16.11.2019;000683
Jackermeier;Ugor;72364;Behringstraße;9;Obernheim;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;15.11.2019;17.11.2019;000684
Jabs;Timo;72250;Vimystraße;26;Freudenstadt;1; -   € ; -   € ; -   € ;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;199,99 €;16.11.2019;18.11.2019;000685
Gacic;Kadir;72474;Lohnauer Steig;98;Winterlingen;1; -   € ; -   € ; -   € ;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;39,99 €;17.11.2019;19.11.2019;000686
Laab;Ellen;71093;Barbara-McClintock-Straße;9;Weil im Schönbuch;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;18.11.2019;20.11.2019;000687
Eberwein;Hannes;71735;Vimystraße;2;Eberdingen;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;19.11.2019;21.11.2019;000688
Machal;Edgar;72393;Oberspreestraße;28;Burladingen;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;20.11.2019;22.11.2019;000689
Pade;Jonte;72297;Ekkehardstraße;1;Seewald;1; -   € ; -   € ; -   € ;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;199,99 €;21.11.2019;23.11.2019;000690
Caki;Erwin;72622;Abram-Joffe-Straße;95;Nürtingen;1;3,99 €;4,75 €;4,75 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;7,74 €;22.11.2019;24.11.2019;000691
Laakso;Finjas;71139;Ernststraße;25;Ehningen;1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;23.11.2019;25.11.2019;000692
Macfarlane;Eliot;72364;Justus-von-Liebig-Straße;65;Obernheim;1; -   € ; -   € ; -   € ;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;6,99 €;24.11.2019;26.11.2019;000693
Obermeit;Maeve;72505;Radickestraße;25;Krauchenwies;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;25.11.2019;27.11.2019;000694
Oakes;Irma;72622;Dammweg;58;Nürtingen;1;1,50 €;1,79 €;1,79 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;3,78 €;26.11.2019;28.11.2019;000695
Haberer;Tabita;69439;Berberitzenweg;8;Zwingenberg (Baden);1;1,35 €;1,61 €;1,61 €;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;41,60 €;27.11.2019;29.11.2019;000696
Ebhardt;Henrik;71739;Weerthstraße;1;Oberriexingen;1;1,69 €;2,01 €;2,01 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;82,00 €;28.11.2019;30.11.2019;000697
Iberl;Yu;71263;Husstraße;25;Weil der Stadt;2; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;39,98 €;33,60 €;6,38 €;39,98 €;29.11.2019;01.12.2019;000698
Pacifico;Izzy;72810;Ernststraße;27;Gomaringen;1;3,99 €;4,75 €;4,75 €;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;174,74 €;30.11.2019;02.12.2019;000699
Cairns;Enzo;72581;Wassermannstraße;3;Dettingen an der Erms;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;01.12.2019;03.12.2019;000700
Macholdt;Helen;72539;Gondeker Straße;84;Pfronstetten;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;02.12.2019;04.12.2019;000701
Machel;Fabia;72469;Vimystraße;25;Meßstetten;1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;03.12.2019;05.12.2019;000702
Gabriel;Jaakov;72367;Adlergestell;2;Weilen unter den Rinnen;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;04.12.2019;06.12.2019;000703
Haab;Nancy;72644;Handjerystraße;4;Oberboihingen;2; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;99,98 €;84,02 €;15,96 €;99,98 €;05.12.2019;07.12.2019;000704
Paarmann;Guiseppe;72534;Albert-Einstein-Straße;61;Hayingen;1; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;69,99 €;06.12.2019;08.12.2019;000705
Lachmann;Ben;71723;Hoffmannstraße;3;Großbottwar;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;07.12.2019;09.12.2019;000706
Abel;Aamenah;71093;Helbigstraße;8;Weil im Schönbuch;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;08.12.2019;10.12.2019;000707
Daasch;Fanny;72810;Barbara-McClintock-Straße;24;Gomaringen;1; -   € ; -   € ; -   € ;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;60,99 €;09.12.2019;11.12.2019;000708
Jacobs;Wanja;72479;Dammweg;25;Straßberg;1;3,00 €;3,57 €;3,57 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;5,56 €;10.12.2019;12.12.2019;000709
Kabra;Andrea;68804;Radickestraße;65;Altlußheim;1; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;69,99 €;11.12.2019;13.12.2019;000710
Jacobsen;Wadi;72488;Eichbuschallee;48;Sigmaringen;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;12.12.2019;14.12.2019;000711
Aberl;Bianca;71149;Steinbachstraße;9;Bondorf;2; -   € ; -   € ; -   € ;4,69 €;3,94 €;19%;9,38 €;7,88 €;1,50 €;9,38 €;13.12.2019;15.12.2019;000712
Ickenroth;Namo;71563;Glienicker Weg;65;Affalterbach;1; -   € ; -   € ; -   € ;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;39,99 €;14.12.2019;16.12.2019;000713
Bacak;Luis;72144;Eschenbachstraße;3;Dußlingen;1; -   € ; -   € ; -   € ;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;6,99 €;15.12.2019;17.12.2019;000714
Lachner;Benedikt;71732;Neltestraße;9;Tamm;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;16.12.2019;18.12.2019;000715
Gänsicke;Nele;72589;Eigenheimgasse;25;Westerheim (Württemberg);2;1,99 €;2,37 €;2,37 €;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;6,35 €;17.12.2019;19.12.2019;000716
Kabir;Adriana;68723;Handjerystraße;65;Schwetzingen;1; -   € ; -   € ; -   € ;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;359,99 €;18.12.2019;20.12.2019;000717
Padberg;Joel;72296;Eichbuschallee;1;Schopfloch (Schwarzwald);1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;19.12.2019;21.12.2019;000718
Gärner;Nadeshda;72639;Glienicker Weg;14;Neuffen;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;20.12.2019;22.12.2019;000719
Paasche;Georg;72539;Abram-Joffe-Straße;24;Pfronstetten;2; -   € ; -   € ; -   € ;9,99 €;8,39 €;19%;19,98 €;16,79 €;3,19 €;19,98 €;21.12.2019;23.12.2019;000720
Eastman;Louisa;71134;Büchnerweg;58;Aidlingen;1;2,33 €;2,77 €;2,77 €;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;152,76 €;22.12.2019;24.12.2019;000721
Haber;Tea;69427;Heidemühler Weg;3;Mudau;1;1,70 €;2,02 €;2,02 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;82,01 €;23.12.2019;25.12.2019;000722
Paci;Idil;72800;Dornbrunner Straße;29;Eningen unter Achalm;1;3,00 €;3,57 €;3,57 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;5,56 €;24.12.2019;26.12.2019;000723
Bachlechner;Paul;72221;Gellertstraße;48;Haiterbach;1;2,30 €;2,74 €;2,74 €;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;502,73 €;25.12.2019;27.12.2019;000724
Dachauer;Haima;68766;Hallberger Zeile;2;Hockenheim;1; -   € ; -   € ; -   € ;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;499,99 €;26.12.2019;28.12.2019;000725
Laage;Fiona;71120;Bergaustraße;15;Grafenau (Württemberg);1; -   € ; -   € ; -   € ;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;359,99 €;27.12.2019;29.12.2019;000726
Machendanz;Fae;72488;Magnusstraße;3;Sigmaringen;1;1,33 €;1,58 €;1,58 €;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;91,57 €;28.12.2019;30.12.2019;000727
Abdelkader;Meike;69245;Anna-Seghers-Straße;27;Bammental;1;1,69 €;2,01 €;2,01 €;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;62,00 €;29.12.2019;31.12.2019;000728
Abdelli;Annika;69251;Büchnerweg;25;Gaiberg;1;1,99 €;2,37 €;2,37 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;52,36 €;30.12.2019;01.01.2020;000729
Abbott;Maya;69207;Hackenbergstraße;1;Sandhausen;1;6,43 €;7,65 €;7,65 €;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;68,64 €;31.12.2019;02.01.2020;000730
Ebbinghaus;Lia;71263;Moissistraße;26;Weil der Stadt;3; -   € ; -   € ; -   € ;39,99 €;33,61 €;19%;119,97 €;100,82 €;19,15 €;119,97 €;01.01.2020;03.01.2020;000731
Babisch;Jonas;71732;Kiehnwerderallee;3;Tamm;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;02.01.2020;04.01.2020;000732
Eberling;Gustav;71679;Am Studio;27;Asperg;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;03.01.2020;05.01.2020;000733
Haberger;Uli;69493;Dammweg;1;Hirschberg an der Bergstraße;1;1,65 €;1,96 €;1,96 €;9,99 €;8,39 €;19%;9,99 €;8,39 €;1,60 €;11,95 €;04.01.2020;06.01.2020;000734
Ebbecke;Leonie;71154;Gemeinschaftsstraße;15;Nufringen;2;1,54 €;1,83 €;1,83 €;49,99 €;42,01 €;19%;99,98 €;84,02 €;15,96 €;101,81 €;05.01.2020;07.01.2020;000735
Saalfeld;Nadine;72555;Helbigstraße;19;Metzingen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;06.01.2020;08.01.2020;000736
Obenauer;Jakobine;72657;Hohenbirker Weg;25;Altenriet;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;07.01.2020;09.01.2020;000737
Kachelmann;Barbara;69207;Vogelbeerstraße;6;Sandhausen;1;1,24 €;1,48 €;1,48 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;34,47 €;08.01.2020;10.01.2020;000738
Baber;Eleni;71686;Chris-Gueffroy-Allee;65;Remseck am Neckar;1;1,99 €;2,37 €;2,37 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;5,36 €;09.01.2020;11.01.2020;000739
Kachler;Berit;69214;Wassermannstraße;8;Eppelheim;1;1,35 €;1,61 €;1,61 €;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;18,60 €;10.01.2020;12.01.2020;000740
Dähn;Joana;69253;Bärdorfer Zeile;3;Heiligkreuzsteinach;1; -   € ; -   € ; -   € ;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;15,99 €;11.01.2020;13.01.2020;000741
Pach;Henri;72587;Seidenbaustraße;5;Römerstein;2; -   € ; -   € ; -   € ;0,99 €;0,83 €;19%;1,98 €;1,66 €;0,32 €;1,98 €;12.01.2020;14.01.2020;000742
Bachstein;Allessandro;72361;Husstraße;6;Hausen am Tann;1;1,22 €;1,45 €;1,45 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;51,44 €;13.01.2020;15.01.2020;000743
Abdelrahman;Augusta;69253;Eigenheimgasse;48;Heiligkreuzsteinach;1;1,99 €;2,37 €;2,37 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;52,36 €;14.01.2020;16.01.2020;000744
Abegg;Aida;71088;Handjerystraße;2;Holzgerlingen;1; -   € ; -   € ; -   € ;9,99 €;8,39 €;19%;9,99 €;8,39 €;1,60 €;9,99 €;15.01.2020;17.01.2020;000745
Ibrahim;Martin;71364;Hauptweg;2;Winnenden;2;2,55 €;3,03 €;3,03 €;79,99 €;67,22 €;19%;159,98 €;134,44 €;25,54 €;163,01 €;16.01.2020;18.01.2020;000746
Obermayr;Marianne;72488;Nipkowstraße;36;Sigmaringen;2;1,22 €;1,45 €;1,45 €;49,99 €;42,01 €;19%;99,98 €;84,02 €;15,96 €;101,43 €;17.01.2020;19.01.2020;000747
Ickler;Ole;71576;Hollstraße;27;Burgstetten;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;18.01.2020;20.01.2020;000748
Pacholke;Harry;72666;Aprikosensteig;28;Neckartailfingen;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;19.01.2020;21.01.2020;000749
Habelitz;Thea;69251;KGA Einigkeit II;7;Gaiberg;1; -   € ; -   € ; -   € ;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;499,99 €;20.01.2020;22.01.2020;000750
Abert;Bettina;71157;Vogelbeerstraße;47;Hildrizhausen;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;21.01.2020;23.01.2020;000751
Gabriella;Kilian;72393;Bärdorfer Zeile;6;Burladingen;2;2,10 €;2,50 €;2,50 €;359,99 €;302,51 €;19%;719,98 €;605,03 €;114,95 €;722,48 €;22.01.2020;24.01.2020;000752
Abate;Katharina;68775;Genossenschaftsstraße;8;Ketsch;1;1,99 €;2,37 €;2,37 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;22,36 €;23.01.2020;25.01.2020;000753
Cabello;Caleb;72417;Helbigstraße;65;Jungingen;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;24.01.2020;26.01.2020;000754
Kachel;Bente;69198;Thomas-Müntzer-Straße;48;Schriesheim;1;1,63 €;1,94 €;1,94 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;51,93 €;25.01.2020;27.01.2020;000755
Ibarra;Walli;71149;Florian-Geyer-Straße;61;Bondorf;1;5,99 €;7,13 €;7,13 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;40,12 €;26.01.2020;28.01.2020;000756
Kablan;Allissa;68782;Moissistraße;1;Brühl (Baden);3; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;239,97 €;201,66 €;38,31 €;239,97 €;27.01.2020;29.01.2020;000757
Macek;Erwin;72362;Albert-Einstein-Straße;51;Nusplingen;2; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;7,98 €;6,71 €;1,27 €;7,98 €;28.01.2020;30.01.2020;000758
Ebnet;Hafiz;72160;Agavensteig;84;Horb am Neckar;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;29.01.2020;31.01.2020;000759
Iannuzzi;Valentine;71131;Adlergestell;47;Jettingen;1;1,40 €;1,67 €;1,67 €;4,69 €;3,94 €;19%;4,69 €;3,94 €;0,75 €;6,36 €;30.01.2020;01.02.2020;000760
Cakmakci;Edgar;72654;Rudower Chaussee;25;Neckartenzlingen;1;1,00 €;1,19 €;1,19 €;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;2,18 €;31.01.2020;02.02.2020;000761
Daci;Iris;68809;Bodelschwinghstraße;5;Neulußheim;1;1,99 €;2,37 €;2,37 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;22,36 €;01.02.2020;03.02.2020;000762
Dähling;Julie;69250;Arndtstraße;8;Schönau (Odenwald);1;1,22 €;1,45 €;1,45 €;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;5,04 €;02.02.2020;04.02.2020;000763
Jacques;Yoshi;72513;Güldenhofer Ufer;4;Hettingen;1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;03.02.2020;05.02.2020;000764
Oberheide;Lea;72359;Freystadter Weg;6;Dotternhausen;2; -   € ; -   € ; -   € ;15,99 €;13,44 €;19%;31,98 €;26,87 €;5,11 €;31,98 €;04.02.2020;06.02.2020;000765
Mach;Enes;72365;Am Studio;9;Ratshausen;1; -   € ; -   € ; -   € ;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;5,99 €;05.02.2020;07.02.2020;000766
Daams;Fae;72805;Pfingstberggasse;25;Lichtenstein (Württemberg);1;2,55 €;3,03 €;3,03 €;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;9,02 €;06.02.2020;08.02.2020;000767
