Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Bestell_Datum,Rechnungs_Liefer_Datum,n,VK ohne Ust,VK mit Ust,VK Gesamt,Stückpreis mit Ust,Stückpreis ohne Ust,Ust. % Satz,ZS Produkt,Zs ohne Ust,Gesamt Ust. Betrag
Lina,Ebach,Freystadter Weg,47,71144,Steinenbronn,Germany,05 January 2020,08 January 2020,1,1.24,1.4756,1.4756,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Tom,Jablonka,Richard-Willstätter-Straße,15,72218,Wildberg (Schwarzwald),Germany,06 January 2020,09 January 2020,1,0.0,0.0,0.0,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Ute,Haberkamp,Ekkehardstraße,25,69514,Laudenbach (Bergstraße),Germany,07 January 2020,10 January 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Jen,Dämmer,Hauptweg,1,69429,Waldbrunn (Odenwald),Germany,08 January 2020,11 January 2020,2,0.0,0.0,0.0,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Ibrahim,Pacini,Felsenfest,26,72813,Sankt Johann (Württemberg),Germany,09 January 2020,12 January 2020,1,3.99,4.7481,4.7481,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Remigius,Iger,Vogelbeerstraße,25,72147,Nehren (Württemberg),Germany,10 January 2020,13 January 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Mathilda,Oberlerchner,Glienicker Weg,9,72417,Jungingen,Germany,11 January 2020,14 January 2020,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Jarne,Padua,Bahnhofstraße,84,72361,Hausen am Tann,Germany,12 January 2020,15 January 2020,1,0.0,0.0,0.0,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Yvonne,Iberer,Hoffmannstraße,23,71254,Ditzingen,Germany,13 January 2020,16 January 2020,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Joel,Gaberle,Forsthausallee,6,72355,Schömberg (Zollernalbkreis),Germany,14 January 2020,17 January 2020,2,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,7.98,6.7058823529411775,1.274117647058823
Caroline,Kaczorowski,Ernst-Lau-Straße,2,69250,Schönau (Odenwald),Germany,15 January 2020,18 January 2020,1,0.0,0.0,0.0,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Levi,Quadri,Neltestraße,61,72514,Inzigkofen,Germany,16 January 2020,19 January 2020,2,2.99,3.5581000000000005,3.5581000000000005,49.99,42.00840336134454,0.19,99.98,84.01680672268908,15.96319327731092
Gabi,Dabernig,Chris-Gueffroy-Allee,84,68535,Edingen-Neckarhausen,Germany,17 January 2020,20 January 2020,1,1.0,1.19,1.19,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Adrian,Labusch,Hauptweg,48,71573,Allmersbach im Tal,Germany,18 January 2020,21 January 2020,1,1.5,1.785,1.785,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Bela,Baci,Altheider Straße,6,72365,Ratshausen,Germany,19 January 2020,22 January 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Anna,Jähnel,Hoffmannstraße,25,72584,Hülben,Germany,20 January 2020,23 January 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Livia,Obergfell,Neltestraße,29,72336,Balingen,Germany,21 January 2020,24 January 2020,1,0.0,0.0,0.0,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Josephine,O'Shea,Forsthausallee,15,72644,Oberboihingen,Germany,22 January 2020,25 January 2020,1,0.0,0.0,0.0,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Martje,Obermeier,Otto-Franke-Straße,14,72501,Gammertingen,Germany,23 January 2020,26 January 2020,1,1.01,1.2019,1.2019,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Sophie,Haaß,Carl-Scheele-Straße,98,69168,Wiesloch,Germany,24 January 2020,27 January 2020,2,0.0,0.0,0.0,60.99,51.25210084033614,0.19,121.98,102.50420168067228,19.475798319327723
Lukas,Aarts,Abtstraße,1,68535,Edingen-Neckarhausen,Germany,25 January 2020,28 January 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Bettina,Kacar,Steinbachstraße,26,69181,Leimen (Baden),Germany,26 January 2020,29 January 2020,1,2.1,2.499,2.499,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Floris,Daamen,Erich-Thilo-Straße,12,72800,Eningen unter Achalm,Germany,27 January 2020,30 January 2020,2,1.99,2.3681,2.3681,6.99,5.873949579831933,0.19,13.98,11.747899159663866,2.232100840336134
Arthur,Labusga,Hoffmannstraße,6,71576,Burgstetten,Germany,28 January 2020,31 January 2020,1,1.22,1.4518,1.4518,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Alma,Kabaoglu,Glienicker Weg,84,72805,Lichtenstein (Württemberg),Germany,29 January 2020,01 February 2020,2,0.0,0.0,0.0,29.99,25.201680672268907,0.19,59.98,50.40336134453781,9.576638655462183
Franziska,Laak,Chris-Gueffroy-Allee,2,71126,Gäufelden,Germany,30 January 2020,02 February 2020,1,0.0,0.0,0.0,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Tilda,Habelmann,Ernststraße,8,69253,Heiligkreuzsteinach,Germany,31 January 2020,03 February 2020,1,0.0,0.0,0.0,149.99,126.0420168067227,0.19,149.99,126.0420168067227,23.94798319327731
Felix,Bach,Güldenhofer Ufer,9,72149,Neustetten,Germany,01 February 2020,04 February 2020,1,1.0,1.19,1.19,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Isabell,Macholl,Hallberger Zeile,25,72555,Metzingen,Germany,02 February 2020,05 February 2020,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Jonte,Gabert,Glanzstraße,84,72356,Dautmergen,Germany,03 February 2020,06 February 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Dirk,Maca,Selchowstraße,4,72336,Balingen,Germany,04 February 2020,07 February 2020,5,3.99,4.7481,4.7481,15.99,13.436974789915968,0.19,79.95,67.18487394957984,12.765126050420164
Gabi,Machleid,Aprikosensteig,1,72516,Scheer,Germany,05 February 2020,08 February 2020,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Nick,Iburg,Freystadter Weg,28,71549,Auenwald,Germany,06 February 2020,09 February 2020,5,1.54,1.8326,1.8326,3.99,3.3529411764705888,0.19,19.950000000000003,16.764705882352946,3.1852941176470573
Sandra,Habekost,Chris-Gueffroy-Allee,3,69245,Bammental,Germany,07 February 2020,10 February 2020,2,0.0,0.0,0.0,79.99,67.21848739495798,0.19,159.98,134.43697478991595,25.54302521008404
Nike,Haacker,Köpenicker Straße,58,72655,Altdorf bei Nürtingen,Germany,08 February 2020,11 February 2020,1,1.0,1.19,1.19,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Ulla,Haberkorn,Forsthausallee,14,71088,Holzgerlingen,Germany,09 February 2020,12 February 2020,2,0.0,0.0,0.0,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Bela,Lachmund,Husstraße,6,71726,Benningen am Neckar,Germany,10 February 2020,13 February 2020,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Lina,Oberhardt,Bernstadter Weg,26,72355,Schömberg (Zollernalbkreis),Germany,11 February 2020,14 February 2020,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Annegret,Abdo,Gemeinschaftsstraße,1,69257,Wiesenbach (Baden),Germany,12 February 2020,15 February 2020,1,1.99,2.3681,2.3681,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Annabelle,Kaban,Gemeinschaftsstraße,6,72800,Eningen unter Achalm,Germany,13 February 2020,16 February 2020,1,1.01,1.2019,1.2019,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Manuel,Jablinski,Platz der Befreiung,26,72213,Altensteig,Germany,14 February 2020,17 February 2020,1,0.0,0.0,0.0,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Lenny,Gadow,Lohnauer Steig,3,72516,Scheer,Germany,15 February 2020,18 February 2020,1,3.99,4.7481,4.7481,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Jennifer,Dächert,Königsheideweg,25,69234,Dielheim,Germany,16 February 2020,19 February 2020,1,2.56,3.0464,3.0464,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Iara,Dackweiler,Eichbuschallee,1,69168,Wiesloch,Germany,17 February 2020,20 February 2020,5,1.99,2.3681,2.3681,159.99,134.4453781512605,0.19,799.95,672.2268907563026,127.72310924369742
Uli,Jackisch,Chris-Gueffroy-Allee,6,72367,Weilen unter den Rinnen,Germany,18 February 2020,21 February 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Idil,Ideker,Friedlander Straße,1,71696,Möglingen,Germany,19 February 2020,22 February 2020,1,1.99,2.3681,2.3681,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Livia,Easley,Bernstadter Weg,9,71131,Jettingen,Germany,20 February 2020,23 February 2020,1,2.1,2.499,2.499,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Kayra,Dänner,Neltestraße,45,69439,Zwingenberg (Baden),Germany,21 February 2020,24 February 2020,4,0.0,0.0,0.0,5.99,5.033613445378152,0.19,23.96,20.134453781512608,3.8255462184873927
Wanda,Ibele,Gellertstraße,25,71155,Altdorf (Kreis Böblingen),Germany,22 February 2020,25 February 2020,2,1.99,2.3681,2.3681,3.99,3.3529411764705888,0.19,7.98,6.7058823529411775,1.274117647058823
Antke,Kabatas,Moissistraße,1,72827,Wannweil,Germany,23 February 2020,26 February 2020,1,0.0,0.0,0.0,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Roland,Gaden,Hackenbergstraße,48,72510,Stetten am kalten Markt,Germany,24 February 2020,27 February 2020,2,0.0,0.0,0.0,16.99,14.277310924369749,0.19,33.98,28.55462184873949,5.425378151260503
Benita,Abernathy,Thomas-Müntzer-Straße,62,71155,Altdorf (Kreis Böblingen),Germany,25 February 2020,28 February 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Nora,Gänsler,Freystadter Weg,36,72622,Nürtingen,Germany,26 February 2020,29 February 2020,1,2.55,3.0345,3.0345,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Xaver,Jacoby,Eschenbachstraße,8,72505,Krauchenwies,Germany,27 February 2020,01 March 2020,1,0.0,0.0,0.0,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Aglaia,Kabakci,Freystadter Weg,23,72669,Unterensingen,Germany,28 February 2020,02 March 2020,3,1.5,1.785,1.785,60.99,51.25210084033614,0.19,182.97,153.75630252100842,29.213697478991577
Demian,Cahn,Steinbachstraße,9,72537,Mehrstetten,Germany,29 February 2020,03 March 2020,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Odilie,Haag,Walther-Nernst-Straße,47,72658,Bempflingen,Germany,01 March 2020,04 March 2020,1,1.33,1.5827,1.5827,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Dieter,Cahill,Selchowstraße,8,72535,Heroldstatt,Germany,02 March 2020,05 March 2020,2,0.0,0.0,0.0,89.99,75.6218487394958,0.19,179.98,151.2436974789916,28.736302521008383
Nina,Gärber,Friedlander Straße,14,72631,Aichtal,Germany,03 March 2020,06 March 2020,1,0.0,0.0,0.0,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Tassja,Haberecht,Alpenrosenweg,9,69436,Schönbrunn (Baden),Germany,04 March 2020,07 March 2020,1,1.63,1.9397,1.9397,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Mia,Kaack,Florian-Geyer-Straße,4,72631,Aichtal,Germany,05 March 2020,08 March 2020,1,2.3,2.737,2.737,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Ebba,Laabs,Agavensteig,62,71106,Magstadt,Germany,06 March 2020,09 March 2020,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Finjas,Babik,Gondeker Straße,48,71720,Oberstenfeld,Germany,07 March 2020,10 March 2020,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Oskar,Babo,Bodelschwinghstraße,9,72131,Ofterdingen,Germany,08 March 2020,11 March 2020,1,2.55,3.0345,3.0345,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Anouk,Aber,Schneckenburgerstraße,4,71139,Ehningen,Germany,09 March 2020,12 March 2020,1,0.0,0.0,0.0,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Paul,Bacco,Forsthausallee,6,72145,Hirrlingen,Germany,10 March 2020,13 March 2020,1,0.0,0.0,0.0,5.99,5.033613445378152,0.19,5.99,5.033613445378152,0.9563865546218482
Mara,Ebenfeld,Walther-Nernst-Straße,2,71397,Leutenbach (Württemberg),Germany,11 March 2020,14 March 2020,1,2.99,3.5581000000000005,3.5581000000000005,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Antke,Abebe,Freystadter Weg,3,69493,Hirschberg an der Bergstraße,Germany,12 March 2020,15 March 2020,3,2.4,2.856,2.856,199.99,168.05882352941177,0.19,599.97,504.17647058823536,95.79352941176468
Harun,Ebru,KGA Einigkeit II,4,72186,Empfingen,Germany,13 March 2020,16 March 2020,1,2.4,2.856,2.856,3.59,3.016806722689076,0.19,3.59,3.016806722689076,0.5731932773109243
Ilona,Dachser,Baumschulenstraße,65,68799,Reilingen,Germany,14 March 2020,17 March 2020,1,2.3,2.737,2.737,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Sofia,Haasner,Weerthstraße,28,68809,Neulußheim,Germany,15 March 2020,18 March 2020,1,0.0,0.0,0.0,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Theresa,Jägle,Genossenschaftsstraße,95,72574,Bad Urach,Germany,16 March 2020,19 March 2020,1,6.43,7.6517,7.6517,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Lennard,Quabach,Gellertstraße,26,72479,Straßberg,Germany,17 March 2020,20 March 2020,1,1.99,2.3681,2.3681,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Adrian,Bachmann,Lohnauer Steig,15,72296,Schopfloch (Schwarzwald),Germany,18 March 2020,21 March 2020,1,0.0,0.0,0.0,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Romy,Abay,Hackenbergstraße,1,68782,Brühl (Baden),Germany,19 March 2020,22 March 2020,1,2.55,3.0345,3.0345,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Christiane,Kaczmarczyk,Justus-von-Liebig-Straße,7,69234,Dielheim,Germany,20 March 2020,23 March 2020,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Fabian,Machat,Rudower Chaussee,65,72411,Bodelshausen,Germany,21 March 2020,24 March 2020,1,1.99,2.3681,2.3681,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Yla,Ibert,Lohnauer Steig,6,71272,Renningen,Germany,22 March 2020,25 March 2020,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Fiona,Babi,KGA Einigkeit II,5,71696,Möglingen,Germany,23 March 2020,26 March 2020,1,2.0,2.38,2.38,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Maximilian,Bache,Hohenbirker Weg,8,72172,Sulz am Neckar,Germany,24 March 2020,27 March 2020,1,1.33,1.5827,1.5827,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Ariane,Kaben,Glienicker Weg,51,68723,Plankstadt,Germany,25 March 2020,28 March 2020,1,0.0,0.0,0.0,149.99,126.0420168067227,0.19,149.99,126.0420168067227,23.94798319327731
Damian,Maat,Nipkowstraße,25,72229,Rohrdorf (Kreis Calw),Germany,26 March 2020,29 March 2020,1,0.0,0.0,0.0,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Dominik,Maaser,Helbigstraße,25,72218,Wildberg (Schwarzwald),Germany,27 March 2020,30 March 2020,2,0.0,0.0,0.0,9.99,8.394957983193278,0.19,19.98,16.789915966386555,3.190084033613445
Haile,Ebneter,Aprikosensteig,25,72172,Sulz am Neckar,Germany,28 March 2020,31 March 2020,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Meike,Kaase,Lohnauer Steig,2,72658,Bempflingen,Germany,29 March 2020,01 April 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Franz,Babilon,Hallberger Zeile,6,71723,Großbottwar,Germany,30 March 2020,02 April 2020,2,0.0,0.0,0.0,3.59,3.016806722689076,0.19,7.18,6.033613445378151,1.1463865546218486
Heiko,Pachaly,Waldstraße,3,72639,Neuffen,Germany,31 March 2020,03 April 2020,1,1.63,1.9397,1.9397,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Finja,Jaeckle,Adlergestell,1,72531,Hohenstein (Württemberg),Germany,01 April 2020,04 April 2020,5,0.0,0.0,0.0,99.99,84.02521008403362,0.19,499.95,420.1260504201681,79.82394957983189
Lotta,Ebbes,Helbigstraße,12,71159,Mötzingen,Germany,02 April 2020,05 April 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Selma,Abboud,Hauptweg,28,69214,Eppelheim,Germany,03 April 2020,06 April 2020,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Mona,Oberleiter,Friedlander Straße,6,72414,Rangendingen,Germany,04 April 2020,07 April 2020,2,3.0,3.5700000000000003,3.5700000000000003,119.99,100.83193277310924,0.19,239.98,201.6638655462185,38.3161344537815
William,Jacob,Baumschulenstraße,5,72474,Winterlingen,Germany,05 April 2020,08 April 2020,1,1.99,2.3681,2.3681,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Lasse,Quack,Hauptweg,47,72505,Krauchenwies,Germany,06 April 2020,09 April 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Lukas,Paeplow,Hoffmannstraße,26,72415,Grosselfingen,Germany,07 April 2020,10 April 2020,1,0.0,0.0,0.0,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Gabriel,Eberli,Justus-von-Liebig-Straße,5,71579,Spiegelberg,Germany,08 April 2020,11 April 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Julie,Obenaus,Königsheideweg,26,72660,Beuren bei Nürtingen,Germany,09 April 2020,12 April 2020,2,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,7.98,6.7058823529411775,1.274117647058823
Thomas,Jack,Pfingstberggasse,4,72356,Dautmergen,Germany,10 April 2020,13 April 2020,1,1.54,1.8326,1.8326,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Emily,Babaoglu,Am Adlergestell,64,71573,Allmersbach im Tal,Germany,11 April 2020,14 April 2020,1,3.99,4.7481,4.7481,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Jakobine,Daedelow,Abtstraße,48,69242,Mühlhausen (Kraichgau),Germany,12 April 2020,15 April 2020,1,2.4,2.856,2.856,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Anton,Bachmaier,Hauptweg,62,72227,Egenhausen,Germany,13 April 2020,16 April 2020,2,1.99,2.3681,2.3681,89.99,75.6218487394958,0.19,179.98,151.2436974789916,28.736302521008383
Rosa,Jähnig,Bärdorfer Zeile,14,72622,Nürtingen,Germany,14 April 2020,17 April 2020,1,1.69,2.0111,2.0111,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Marianne,Ebener,Moissistraße,3,71394,Kernen im Remstal,Germany,15 April 2020,18 April 2020,2,5.99,7.1281,7.1281,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Bertram,Lachs,Bernstadter Weg,95,71739,Oberriexingen,Germany,16 April 2020,19 April 2020,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Guiseppe,Ebermann,Abram-Joffe-Straße,26,71686,Remseck am Neckar,Germany,17 April 2020,20 April 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Udo,Jacken,Aprikosensteig,2,72362,Nusplingen,Germany,18 April 2020,21 April 2020,1,0.0,0.0,0.0,3.59,3.016806722689076,0.19,3.59,3.016806722689076,0.5731932773109243
Alma,Abduli,Hollstraße,8,69434,Heddesbach,Germany,19 April 2020,22 April 2020,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Jack,Pack,Gondeker Straße,48,72820,Sonnenbühl,Germany,20 April 2020,23 April 2020,1,5.99,7.1281,7.1281,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Haku,Pache,Weerthstraße,2,72644,Oberboihingen,Germany,21 April 2020,24 April 2020,1,1.24,1.4756,1.4756,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Blue,Lacin,Büchnerweg,1,72131,Ofterdingen,Germany,22 April 2020,25 April 2020,1,0.0,0.0,0.0,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Jella,Daebel,Hohenbirker Weg,27,69226,Nußloch,Germany,23 April 2020,26 April 2020,1,2.99,3.5581000000000005,3.5581000000000005,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Jukka,Gabler,Königsheideweg,1,72364,Obernheim,Germany,24 April 2020,27 April 2020,4,0.0,0.0,0.0,49.99,42.00840336134454,0.19,199.96,168.03361344537817,31.926386554621843
