Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Produkt,Bestell_Nummer,ASIN_ID,Bestell_Datum,Rechnungs_Nummer,Rechnungs_Liefer_Datum,n,VK ohne Ust,VK mit Ust,VK Gesamt,Stückpreis mit Ust,Stückpreis ohne Ust,Ust. % Satz,ZS Produkt,Zs ohne Ust,Gesamt Ust. Betrag
Beat,Lachnit,Altheider Straße,2,71735,Eberdingen,Germany,Hirsch Rentier Elch Figur,123-1233916-1233916,if492jf449,01 December 2019,DE3MQ449AEUI,04 December 2019,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Tima,Haberberger,KGA Holunderbusch,6,69429,Waldbrunn (Odenwald),Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233917-1233917,if492jf450,02 December 2019,DE3MQ450AEUI,05 December 2019,1,2.1,2.499,2.499,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Jen,Oberascher,Gellertstraße,4,72800,Eningen unter Achalm,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1233918-1233918,if492jf451,03 December 2019,DE3MQ451AEUI,06 December 2019,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Henrik,Pachale,Thelenstraße,8,72631,Aichtal,Germany,"Playstation, Icons Light, Nachtlicht",123-1233919-1233919,if492jf452,04 December 2019,DE3MQ452AEUI,07 December 2019,1,2.1,2.499,2.499,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Jasmin,Obendorf,Abtstraße,1,72661,Grafenberg,Germany,Dichtung - Plastik,123-1233920-1233920,if492jf453,05 December 2019,DE3MQ453AEUI,08 December 2019,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Amelie,Jaede,Arndtstraße,3,72532,Gomadingen,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233921-1233921,if492jf454,06 December 2019,DE3MQ454AEUI,09 December 2019,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Eliah,Cakan,Justus-von-Liebig-Straße,2,72587,Römerstein,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1233922-1233922,if492jf455,07 December 2019,DE3MQ455AEUI,10 December 2019,1,3.0,3.5700000000000003,3.5700000000000003,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Emil,Cajic,Wünschelburger Gang,6,72582,Grabenstetten,Germany,Rennrad Herren Gebraucht,123-1233923-1233923,if492jf456,08 December 2019,DE3MQ456AEUI,11 December 2019,1,0.0,0.0,0.0,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Gabrielle,Dabels,Aprikosensteig,23,72820,Sonnenbühl,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1233924-1233924,if492jf457,09 December 2019,DE3MQ457AEUI,12 December 2019,2,0.0,0.0,0.0,29.99,25.201680672268907,0.19,59.98,50.40336134453781,9.576638655462183
Igor,Pacino,Frauenlobstraße,25,72818,Trochtelfingen,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233925-1233925,if492jf458,10 December 2019,DE3MQ458AEUI,13 December 2019,1,4.99,5.9381,5.9381,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Jannik,Gabele,Eichbuschallee,1,72336,Balingen,Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1233926-1233926,if492jf459,11 December 2019,DE3MQ459AEUI,14 December 2019,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Elisabeth,Jähnichen,Neltestraße,25,72589,Westerheim (Württemberg),Germany,Tischlampe Nachttischlampe 2er Set,123-1233927-1233927,if492jf460,12 December 2019,DE3MQ460AEUI,15 December 2019,2,0.0,0.0,0.0,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Haima,Machoczek,Felsenfest,95,72535,Heroldstatt,Germany,Tischlampe Nachttischlampe 2er Set,123-1233928-1233928,if492jf461,13 December 2019,DE3MQ461AEUI,16 December 2019,2,1.99,2.3681,2.3681,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Deenah,Kaddoura,Silberberger Straße,2,69427,Mudau,Germany,Himalaya- Salzlampe,123-1233929-1233929,if492jf462,14 December 2019,DE3MQ462AEUI,17 December 2019,1,1.4,1.666,1.666,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Miriam,Obermayer,Walther-Nernst-Straße,25,72479,Straßberg,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233930-1233930,if492jf463,15 December 2019,DE3MQ463AEUI,18 December 2019,2,1.5,1.785,1.785,49.99,42.00840336134454,0.19,99.98,84.01680672268908,15.96319327731092
Jennifer,Oben,Heidekampweg,12,72655,Altdorf bei Nürtingen,Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1233931-1233931,if492jf464,16 December 2019,DE3MQ464AEUI,19 December 2019,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Aras,Labuhn,Genossenschaftsstraße,26,71563,Affalterbach,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1233932-1233932,if492jf465,17 December 2019,DE3MQ465AEUI,20 December 2019,1,2.56,3.0464,3.0464,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Taylor,Jachmann,Zinsgutstraße,25,72299,Wörnersberg,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1233933-1233933,if492jf466,18 December 2019,DE3MQ466AEUI,21 December 2019,2,2.1,2.499,2.499,29.99,25.201680672268907,0.19,59.98,50.40336134453781,9.576638655462183
Kilian,Paduch,Abtstraße,25,72362,Nusplingen,Germany,Gummi-Dichtung,123-1233934-1233934,if492jf467,19 December 2019,DE3MQ467AEUI,22 December 2019,2,0.0,0.0,0.0,2.99,2.512605042016807,0.19,5.98,5.025210084033614,0.9547899159663862
Kevin,Pähler,Genossenschaftsstraße,58,72406,Bisingen,Germany,Gummi-Dichtung,123-1233935-1233935,if492jf468,20 December 2019,DE3MQ468AEUI,23 December 2019,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Jarin,Padel,Eschenbachstraße,3,72299,Wörnersberg,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1233936-1233936,if492jf469,21 December 2019,DE3MQ469AEUI,24 December 2019,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Klaus,Paege,Friedenstraße,48,72393,Burladingen,Germany,Tragbares Wiederaufladbare Buchlampe,123-1233937-1233937,if492jf470,22 December 2019,DE3MQ470AEUI,25 December 2019,1,6.43,7.6517,7.6517,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Jannik,Padilla,Güldenhofer Ufer,9,72351,Geislingen (Zollernalbkreis),Germany,LED Stern Deko Boden Lampe Weihnachte,123-1233938-1233938,if492jf471,23 December 2019,DE3MQ471AEUI,26 December 2019,1,1.99,2.3681,2.3681,9.99,8.394957983193278,0.19,9.99,8.394957983193278,1.5950420168067223
Damian,Caglayan,Rosenweg,4,72532,Gomadingen,Germany,"Panasonic ToughBook CF-52 i5 15,4",123-1233939-1233939,if492jf472,24 December 2019,DE3MQ472AEUI,27 December 2019,1,1.65,1.9635,1.9635,149.99,126.0420168067227,0.19,149.99,126.0420168067227,23.94798319327731
Bentje,Kacmaz,Wünschelburger Gang,1,69221,Dossenheim,Germany,Gummi-Dichtung,123-1233940-1233940,if492jf473,25 December 2019,DE3MQ473AEUI,28 December 2019,2,1.54,1.8326,1.8326,2.99,2.512605042016807,0.19,5.98,5.025210084033614,0.9547899159663862
Birte,Baade,Am Studio,25,71277,Rutesheim,Germany,Kappa Base 2 Sportschuhe Turnschuhe Sneakers,123-1233941-1233941,if492jf474,26 December 2019,DE3MQ474AEUI,29 December 2019,1,0.0,0.0,0.0,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Falko,Eberhart,KGA Am Teltowkanal III,64,71554,Weissach im Tal,Germany,Hirsch Rentier Elch Figur,123-1233942-1233942,if492jf475,27 December 2019,DE3MQ475AEUI,30 December 2019,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Ulf,Jackmuth,KGA Einigkeit II,65,72379,Hechingen,Germany,Lavalampe Magma Lava Lampe Magmaleuchte,123-1233943-1233943,if492jf476,28 December 2019,DE3MQ476AEUI,31 December 2019,1,0.0,0.0,0.0,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Luca,Quade,Husstraße,15,72511,Bingen bei Sigmaringen,Germany,LENOVO ThinkPad X260 Intel Core i7 6. Gen 2,123-1233944-1233944,if492jf477,29 December 2019,DE3MQ477AEUI,01 January 2020,1,0.0,0.0,0.0,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Finn,Baccouche,Glanzstraße,45,72147,Nehren (Württemberg),Germany,Kappa Base 2 Sportschuhe Turnschuhe Sneakers,123-1233945-1233945,if492jf478,30 December 2019,DE3MQ478AEUI,02 January 2020,1,2.0,2.38,2.38,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Haile,Pachmann,Barbara-McClintock-Straße,5,72661,Grafenberg,Germany,Retro LED Lampe Schreibtischlampe,123-1233946-1233946,if492jf479,31 December 2019,DE3MQ479AEUI,03 January 2020,1,0.0,0.0,0.0,5.99,5.033613445378152,0.19,5.99,5.033613445378152,0.9563865546218482
Katharina,Jägers,Florian-Geyer-Straße,9,72537,Mehrstetten,Germany,Hirsch Rentier Elch Figur,123-1233947-1233947,if492jf480,01 January 2020,DE3MQ480AEUI,04 January 2020,1,1.69,2.0111,2.0111,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Carl,Maarouf,Friedlander Straße,15,72186,Empfingen,Germany,Rennrad Herren Gebraucht,123-1233948-1233948,if492jf481,02 January 2020,DE3MQ481AEUI,05 January 2020,1,1.65,1.9635,1.9635,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Dorothee,Kadi,Magnusstraße,25,69502,Hemsbach (Bergstraße),Germany,Dichtung - Plastik,123-1233949-1233949,if492jf482,03 January 2020,DE3MQ482AEUI,06 January 2020,1,2.0,2.38,2.38,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Elias,Laasch,Heidemühler Weg,25,71157,Hildrizhausen,Germany,Dimmbar LED Klemmleuchte Schreibtischlampe,123-1233950-1233950,if492jf483,04 January 2020,DE3MQ483AEUI,07 January 2020,1,2.0,2.38,2.38,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Lina,Ebach,Freystadter Weg,47,71144,Steinenbronn,Germany,Nike Court Borough Mid Winter Sneaker,123-1233951-1233951,if492jf484,05 January 2020,DE3MQ484AEUI,08 January 2020,1,1.24,1.4756,1.4756,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Tom,Jablonka,Richard-Willstätter-Straße,15,72218,Wildberg (Schwarzwald),Germany,Nike Court Borough Mid Winter Sneaker,123-1233952-1233952,if492jf485,06 January 2020,DE3MQ485AEUI,09 January 2020,1,0.0,0.0,0.0,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Ute,Haberkamp,Ekkehardstraße,25,69514,Laudenbach (Bergstraße),Germany,Dichtung - Plastik,123-1233953-1233953,if492jf486,07 January 2020,DE3MQ486AEUI,10 January 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Jen,Dämmer,Hauptweg,1,69429,Waldbrunn (Odenwald),Germany,Tischlampe Nachttischlampe 2er Set,123-1233954-1233954,if492jf487,08 January 2020,DE3MQ487AEUI,11 January 2020,2,0.0,0.0,0.0,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Ibrahim,Pacini,Felsenfest,26,72813,Sankt Johann (Württemberg),Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233955-1233955,if492jf488,09 January 2020,DE3MQ488AEUI,12 January 2020,1,3.99,4.7481,4.7481,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Remigius,Iger,Vogelbeerstraße,25,72147,Nehren (Württemberg),Germany,Hirsch Rentier Elch Figur,123-1233956-1233956,if492jf489,10 January 2020,DE3MQ489AEUI,13 January 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Mathilda,Oberlerchner,Glienicker Weg,9,72417,Jungingen,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1233957-1233957,if492jf490,11 January 2020,DE3MQ490AEUI,14 January 2020,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Jarne,Padua,Bahnhofstraße,84,72361,Hausen am Tann,Germany,LED Deckenleuchte Wandleuchte Fernbedienung,123-1233958-1233958,if492jf491,12 January 2020,DE3MQ491AEUI,15 January 2020,1,0.0,0.0,0.0,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Yvonne,Iberer,Hoffmannstraße,23,71254,Ditzingen,Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1233959-1233959,if492jf492,13 January 2020,DE3MQ492AEUI,16 January 2020,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Joel,Gaberle,Forsthausallee,6,72355,Schömberg (Zollernalbkreis),Germany,Hirsch Rentier Elch Figur,123-1233960-1233960,if492jf493,14 January 2020,DE3MQ493AEUI,17 January 2020,2,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,7.98,6.7058823529411775,1.274117647058823
Caroline,Kaczorowski,Ernst-Lau-Straße,2,69250,Schönau (Odenwald),Germany,Tragbares Wiederaufladbare Buchlampe,123-1233961-1233961,if492jf494,15 January 2020,DE3MQ494AEUI,18 January 2020,1,0.0,0.0,0.0,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Levi,Quadri,Neltestraße,61,72514,Inzigkofen,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233962-1233962,if492jf495,16 January 2020,DE3MQ495AEUI,19 January 2020,2,2.99,3.5581000000000005,3.5581000000000005,49.99,42.00840336134454,0.19,99.98,84.01680672268908,15.96319327731092
Gabi,Dabernig,Chris-Gueffroy-Allee,84,68535,Edingen-Neckarhausen,Germany,Dichtung - Plastik,123-1233963-1233963,if492jf496,17 January 2020,DE3MQ496AEUI,20 January 2020,1,1.0,1.19,1.19,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Adrian,Labusch,Hauptweg,48,71573,Allmersbach im Tal,Germany,Dichtung - Plastik,123-1233964-1233964,if492jf497,18 January 2020,DE3MQ497AEUI,21 January 2020,1,1.5,1.785,1.785,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Bela,Baci,Altheider Straße,6,72365,Ratshausen,Germany,Gummi-Dichtung,123-1233965-1233965,if492jf498,19 January 2020,DE3MQ498AEUI,22 January 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Anna,Jähnel,Hoffmannstraße,25,72584,Hülben,Germany,Gummi-Dichtung,123-1233966-1233966,if492jf499,20 January 2020,DE3MQ499AEUI,23 January 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Livia,Obergfell,Neltestraße,29,72336,Balingen,Germany,Tischlampe Nachttischlampe 2er Set,123-1233967-1233967,if492jf500,21 January 2020,DE3MQ500AEUI,24 January 2020,1,0.0,0.0,0.0,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Josephine,O'Shea,Forsthausallee,15,72644,Oberboihingen,Germany,Himalaya- Salzlampe,123-1233968-1233968,if492jf501,22 January 2020,DE3MQ501AEUI,25 January 2020,1,0.0,0.0,0.0,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Martje,Obermeier,Otto-Franke-Straße,14,72501,Gammertingen,Germany,Philipp Plein Sport Runner Sneaker ,123-1233969-1233969,if492jf502,23 January 2020,DE3MQ502AEUI,26 January 2020,1,1.01,1.2019,1.2019,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Sophie,Haaß,Carl-Scheele-Straße,98,69168,Wiesloch,Germany,Kappa Base 2 Sportschuhe Turnschuhe Sneakers,123-1233970-1233970,if492jf503,24 January 2020,DE3MQ503AEUI,27 January 2020,2,0.0,0.0,0.0,60.99,51.25210084033614,0.19,121.98,102.50420168067228,19.475798319327723
Lukas,Aarts,Abtstraße,1,68535,Edingen-Neckarhausen,Germany,Gummi-Dichtung,123-1233971-1233971,if492jf504,25 January 2020,DE3MQ504AEUI,28 January 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Bettina,Kacar,Steinbachstraße,26,69181,Leimen (Baden),Germany,Gummi-Dichtung,123-1233972-1233972,if492jf505,26 January 2020,DE3MQ505AEUI,29 January 2020,1,2.1,2.499,2.499,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Floris,Daamen,Erich-Thilo-Straße,12,72800,Eningen unter Achalm,Germany,Himalaya- Salzlampe,123-1233973-1233973,if492jf506,27 January 2020,DE3MQ506AEUI,30 January 2020,2,1.99,2.3681,2.3681,6.99,5.873949579831933,0.19,13.98,11.747899159663866,2.232100840336134
Arthur,Labusga,Hoffmannstraße,6,71576,Burgstetten,Germany,Dichtung - Plastik,123-1233974-1233974,if492jf507,28 January 2020,DE3MQ507AEUI,31 January 2020,1,1.22,1.4518,1.4518,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Alma,Kabaoglu,Glienicker Weg,84,72805,Lichtenstein (Württemberg),Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1233975-1233975,if492jf508,29 January 2020,DE3MQ508AEUI,01 February 2020,2,0.0,0.0,0.0,29.99,25.201680672268907,0.19,59.98,50.40336134453781,9.576638655462183
Franziska,Laak,Chris-Gueffroy-Allee,2,71126,Gäufelden,Germany,Nike Court Borough Mid Winter Sneaker,123-1233976-1233976,if492jf509,30 January 2020,DE3MQ509AEUI,02 February 2020,1,0.0,0.0,0.0,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Tilda,Habelmann,Ernststraße,8,69253,Heiligkreuzsteinach,Germany,"Panasonic ToughBook CF-52 i5 15,4",123-1233977-1233977,if492jf510,31 January 2020,DE3MQ510AEUI,03 February 2020,1,0.0,0.0,0.0,149.99,126.0420168067227,0.19,149.99,126.0420168067227,23.94798319327731
Felix,Bach,Güldenhofer Ufer,9,72149,Neustetten,Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1233978-1233978,if492jf511,01 February 2020,DE3MQ511AEUI,04 February 2020,1,1.0,1.19,1.19,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Isabell,Macholl,Hallberger Zeile,25,72555,Metzingen,Germany,Flachdichtung - WC,123-1233979-1233979,if492jf512,02 February 2020,DE3MQ512AEUI,05 February 2020,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Jonte,Gabert,Glanzstraße,84,72356,Dautmergen,Germany,Dichtung - Plastik,123-1233980-1233980,if492jf513,03 February 2020,DE3MQ513AEUI,06 February 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Dirk,Maca,Selchowstraße,4,72336,Balingen,Germany,"Playstation, Icons Light, Nachtlicht",123-1233981-1233981,if492jf514,04 February 2020,DE3MQ514AEUI,07 February 2020,5,3.99,4.7481,4.7481,15.99,13.436974789915968,0.19,79.95,67.18487394957984,12.765126050420164
Gabi,Machleid,Aprikosensteig,1,72516,Scheer,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1233982-1233982,if492jf515,05 February 2020,DE3MQ515AEUI,08 February 2020,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Nick,Iburg,Freystadter Weg,28,71549,Auenwald,Germany,Hirsch Rentier Elch Figur,123-1233983-1233983,if492jf516,06 February 2020,DE3MQ516AEUI,09 February 2020,5,1.54,1.8326,1.8326,3.99,3.3529411764705888,0.19,19.950000000000003,16.764705882352946,3.1852941176470573
Sandra,Habekost,Chris-Gueffroy-Allee,3,69245,Bammental,Germany,Philipp Plein Sport Runner Sneaker ,123-1233984-1233984,if492jf517,07 February 2020,DE3MQ517AEUI,10 February 2020,2,0.0,0.0,0.0,79.99,67.21848739495798,0.19,159.98,134.43697478991595,25.54302521008404
Nike,Haacker,Köpenicker Straße,58,72655,Altdorf bei Nürtingen,Germany,26 ZOLL MOUNTAINBIKE SHIMANO 21GANG 26,123-1233985-1233985,if492jf518,08 February 2020,DE3MQ518AEUI,11 February 2020,1,1.0,1.19,1.19,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Ulla,Haberkorn,Forsthausallee,14,71088,Holzgerlingen,Germany,Tischlampe Nachttischlampe 2er Set,123-1233986-1233986,if492jf519,09 February 2020,DE3MQ519AEUI,12 February 2020,2,0.0,0.0,0.0,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Bela,Lachmund,Husstraße,6,71726,Benningen am Neckar,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233987-1233987,if492jf520,10 February 2020,DE3MQ520AEUI,13 February 2020,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Lina,Oberhardt,Bernstadter Weg,26,72355,Schömberg (Zollernalbkreis),Germany,Flachdichtung - WC,123-1233988-1233988,if492jf521,11 February 2020,DE3MQ521AEUI,14 February 2020,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Annegret,Abdo,Gemeinschaftsstraße,1,69257,Wiesenbach (Baden),Germany,26 ZOLL MOUNTAINBIKE SHIMANO 21GANG 26,123-1233989-1233989,if492jf522,12 February 2020,DE3MQ522AEUI,15 February 2020,1,1.99,2.3681,2.3681,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Annabelle,Kaban,Gemeinschaftsstraße,6,72800,Eningen unter Achalm,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233990-1233990,if492jf523,13 February 2020,DE3MQ523AEUI,16 February 2020,1,1.01,1.2019,1.2019,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Manuel,Jablinski,Platz der Befreiung,26,72213,Altensteig,Germany,Rakete Roadster Berlin - Urban Bike,123-1233991-1233991,if492jf524,14 February 2020,DE3MQ524AEUI,17 February 2020,1,0.0,0.0,0.0,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Lenny,Gadow,Lohnauer Steig,3,72516,Scheer,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233992-1233992,if492jf525,15 February 2020,DE3MQ525AEUI,18 February 2020,1,3.99,4.7481,4.7481,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Jennifer,Dächert,Königsheideweg,25,69234,Dielheim,Germany,LED Deckenleuchte Wandleuchte Fernbedienung,123-1233993-1233993,if492jf526,16 February 2020,DE3MQ526AEUI,19 February 2020,1,2.56,3.0464,3.0464,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Iara,Dackweiler,Eichbuschallee,1,69168,Wiesloch,Germany,Lenovo IdeaPad 1 81VU00A4GE - 14,123-1233994-1233994,if492jf527,17 February 2020,DE3MQ527AEUI,20 February 2020,5,1.99,2.3681,2.3681,159.99,134.4453781512605,0.19,799.95,672.2268907563026,127.72310924369742
Uli,Jackisch,Chris-Gueffroy-Allee,6,72367,Weilen unter den Rinnen,Germany,Hirsch Rentier Elch Figur,123-1233995-1233995,if492jf528,18 February 2020,DE3MQ528AEUI,21 February 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Idil,Ideker,Friedlander Straße,1,71696,Möglingen,Germany,Flachdichtung - WC,123-1233996-1233996,if492jf529,19 February 2020,DE3MQ529AEUI,22 February 2020,1,1.99,2.3681,2.3681,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Livia,Easley,Bernstadter Weg,9,71131,Jettingen,Germany,26 ZOLL MOUNTAINBIKE SHIMANO 21GANG 26,123-1233997-1233997,if492jf530,20 February 2020,DE3MQ530AEUI,23 February 2020,1,2.1,2.499,2.499,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
